Source,Target,Weight
country,acoustic,17
bhangra,punjabi,1
screamo,electronica,2
british_folk_rock,alternative_rock,1
experimental_pop,film,1
rock,rock_en_español,3
jazz_rap,hip_hop,3
urban__contemporary,soul,1
edm,house,5
video_game,acapella,1
musique_concrete,art_rock,1
alternative_rock,power_pop,61
hardcore,metalcore,2
christian_rock,rock,3
pop,vocal_trance,1
psychedelic_rock,glam_rock,2
dream_pop,black_metal,1
steampunk,folk,2
big_band,teen_pop,1
experimental,sound_art,1
folk_blues,soul,1
gospel,rock&roll,22
glam_rock,psychedelic,1
soft_rock,bedroom_pop,1
contemporary_bluegrass,country,1
alternative_rock,industrial_metal,9
rave_hop,hip_hop,1
cabaret,punk_rock,1
electronic_rock,teen_pop,1
garage_punk,rock&roll,3
tribute,football_chant,1
jam,r&b,1
instrumental_hip_hop,sampledelia,1
nu_metal,video_game,1
idm,brostep,1
decima_campesina,folk,1
contemporary_christian,dance_pop,1
drill,gangsta_rap,1
southern_metal,glam_metal,1
record_producer,songwriter,1
funk,acapella,1
jazz,barbershop,1
cumbia,pop,1
rock,rock,2
afrobeat,soul_jazz,1
hip_hop_soul,house,4
acoustic,honky_tonk,1
swing,neo_soul,1
dance,orgasmic_r&b,1
folk,classical_hindi,1
record_producer,recording_engineer,1
free_jazz,jazz_rap,1
alternative_rock,blues_rock,32
new_wave,easy_listening,1
hardstyle,moombahton,1
indietronica,trip_hop,1
synth_pop,indian,1
cajun,reggae,2
fusion,world,4
acoustic_rock,britpop,2
acapella,progressive_pub,1
indie_pop,anthem_trance,1
shoe_gaze,noise_pop,1
appalachian,rock,1
brazilian_rock,country_rock,1
experimental_metal,acoustic_rock,1
singer_songwriter,reggae_fusion,1
pub_rock,r&b,1
smooth_jazz,traditional_black_gospel,1
neo_psychedelic,post_punk_revival,2
soundtrack,progressive_pub,1
casiocore,breakbeat,1
horrorcore,noise,1
heavy_metal,rap_metal,5
alternative_rock,goth,1
dance_rock,post_punk,3
lounge,soundtrack,1
alternative_rock,soundtrack,1
western_swing,country_pop,2
celtic_pop,folk_rock,1
art_rock,jewish_rock,1
country_rock,blue_eyed_soul,7
punk_blues,folk_rock,1
post_punk,disco,2
diy,power_pop,1
electronic,dance,27
surf_rock,football_chant,1
rumba,pop,1
cajun,country_rock,1
experimental,arena_rock,1
roots_reggae,soul_dance,1
emo,bluegrass,1
blues,stride,1
christmas,britpop,1
experimental_pop,trip_hop,2
halloween,classical_crossover,1
electronic,highlife,1
salsa,r&b,3
rock,samba,1
surf_rock,new_age,1
new_age,doo_wop,1
stoner_metal,drone_metal,1
smooth_jazz,gospel,1
breakbeat,progressive_pub,1
lo_fi,electro,1
progressive_rock,acid_folk,1
synth_pop,classical_crossover,1
fingerstyle,sound_healing,1
blues,memphis_blues,1
hamd,world,1
hip_hop,experimental,10
tex_mex,cowpunk,1
r&b,gospel,191
blues,neo_psychedelic,1
dance_pop,urban_contemporary,2
acoustic_rock,twee_pop,1
soul_blues,soul_jazz,1
chicago_blues,jazz,2
avant_garde,dub,1
hard_rock,gospel,1
melodic_death_metal,symphonic_black_metal,1
post_hardcore,pop,3
world,rock_jazz,1
rock,space_rock,2
psychedelic_rock,americana,2
conscious_hip_hop,alternative_hip_hop,1
alternative_metal,political_hip_hop,1
dance,easy_listening,3
electro_house,electro_swing,1
latin_pop,rap,1
new_age,progressive_rock,7
progressive,ninja_core,1
psychedelic_rock,electronic,5
worship,indie_rock,5
soul,fusion,5
post_hardcore,rapcore,2
industrial_hip_hop,hardcore_punk,1
experimental_rock,illbient,1
easy_listening,jangle_pop,1
neoclassical_metal,progressive_metal,12
breakbeat,nightcore,1
neo_bop_jazz,third_stream,1
jazz_fusion,post_bop,2
heavy_metal,oom_pah,1
jangle_pop,soundtrack,1
instrumental_synth,progressive_pop,1
outlaw_country,southern_soul,1
progressive_metal,neoclassical,1
folk_rock,soul,13
blues_rock,free_jazz,2
soul_blues,chicago_soul,1
country_pop,hard_rock,3
americana,folk,126
southern_rock,jangle_pop,1
latin_pop,contemporary_christian,2
urban_contemporary,blue_eyed_soul,1
alternative_rock,brazilian_rock,2
outlaw_country,honky_tonk,4
a_cappella,blues,1
noise_pop,pop_punk,1
soft_rock,chamber_pop,1
heavy_metal,neoclassical_metal,22
british,folk_rock,1
reggaeton,tejano,1
funk,argentine,1
pop,alternative_metal,1
industrial,post_industrial,1
free_improvisation,drone,1
lo_fi,noise_rock,3
mainstream,pop,1
disco,acoustic_blues,1
contemporary_classical,dark_cabaret,1
soundtrack,arena_rock,1
avant_garde,classical_crossover,1
groove_metal,pop_punk,1
latin,rap,1
hard_rock,symphonic_metal,11
experimental,free_improvisation,6
electro,soul,6
brazilian_rock,pop_rock,1
alternative_rock,acid_jazz,1
psychedelic_rock,classical,4
european_free_jazz,orchestral_jazz,1
alternative,folktronica,1
contemporary_christian,pop,16
psychedelic_rock,hardcore_punk,1
protest,rap_rock,1
music_hall,traditional_pop,2
jazz_funk,stride,1
drone_metal,experimental_rock,1
down_tempo,tribute,1
post_disco,dub,1
art_rock,synthrock,1
middle_of_the_road,indie_pop,1
electro_pop,psychedelic_rock,1
ambient,neo_soul,1
r&b,avant_garde_pop,1
cumbia,ranchera,2
latin,samba,1
southern_rock,bluegrass,5
country,rap_rock,1
soft_rock,traditional_pop,3
harmony_pop,synth_pop,1
azerbaijani_jazz,punk_jazz,1
trap,punk_rap,3
avant_garde_jazz,chamber_jazz,1
new_wave,middle_of_the_road,1
modal_jazz,classical,1
metalcore,hip_hop,1
trop_rock,pop,1
french_pop,soft_rock,2
honky_tonk,bluegrass,1
hip_hop,acoustic,2
reggae,reggae_fusion,10
hip_hop,instrumental_hip_hop,1
rock,rockney,1
progressive_rock,post_hardcore,5
singer_songwriter,r&b,1
slowcore,experimental,2
flamenco,bulgarian_folklorica,1
marching_band,jazz,1
electronica,dark_pop,1
library,halloween,1
avant_garde,punk_rock,2
film,punk_rock,3
jangle_pop,country,1
hamd,nasheed,2
country_blues,protest_song,1
dance,comedy_rock,2
sunshine_pop,nostalgia,1
vocal_jazz,jazz_pop,2
blues,microtonal,1
jazz,psychedelic_rock,5
pop,pop_standards,1
post_rock,free_jazz,1
deep_soul,soul_blues,1
progg,blues,1
rap,funk,1
rock&roll,country_folk,1
psychedelic_pop,progressive_pop,1
musical,folk_pop,1
krispy_kreme,comedy_hip_hop,1
hip_hop,trance,1
big_band,chamber_pop,1
alternative_rock,no_wave,1
chicago_blues,contemporary_blues,1
acoustic_rock,progressive_metal,1
son_montuno,guaguancó,1
vocal,r&b,1
glam_metal,latin_rock,1
punk_rock,country,7
elevator,progressive_pub,1
country_rock,folk,28
deep_house,drum&bass,1
orchestral_pop,nostalgia,1
gothic_rock,classical_crossover,1
funk_rock,blue_eyed_soul,2
progressive_rock,jangle_pop,1
popular,film,1
roots_rock,bakersfield_sound,1
alternative_rock,electro,4
rock,mariachi,2
hip_hop,golden_age_hip_hop,3
rock_pop,progressive_rock,1
shock_rock,punk_rock,7
ragga,alternative_metal,1
dubstep,drum&bass,3
arena_rock,anthem_trance,1
emo,hip_hop,2
noise,black_metal,2
active_rock,jazz_standards,1
post_hardcore,acoustic_rock,1
neo_bop_jazz,mainstream_jazz,1
progressive_rock,jingles,1
vocal,art_rock,1
blue_eyed_soul,video_game,1
indian_classical,jazz_fusion,1
psychedelic_rock,grunge,7
east_coast_hip_hop,battle_rap,1
neo_psychedelic,blues_rock,2
alternative_rock,dark_pop,1
pop_folk,rock,1
folk_rock,classical_guitar,1
groove_metal,death_metal,13
christian,soul,5
childrens,folk_rock,1
hardcore,dark_ambient,1
broadway,r&b,3
jewish_hip_hop,alternative_rock,1
pop_classical,soul,1
nu_metal,post_punk,1
r&b,orgasmic_r&b,1
emo,electro_pop,2
melodic_rock,doom_metal,1
pop,ambient,6
jazz,western,1
experimental_rock,funk,1
big_band,bubblegum_pop,1
funk_rock,hard_rock,12
country_blues,boogie_woogie,1
alternative_rock,electro_industrial,2
swing,boogie_woogie,1
dance_pop,broadway,1
funk,americana,5
christian_metal,jazz_fusion,1
ethno_rock,sympho_rock,1
uk_hip_hop,r&b,1
ethno_rock,pop_rock,1
show_tuness,big_band,3
avant_garde_rock,avant_garde,1
funk,ska,4
pop_rock,neo_soul,4
persian_pop,house,1
alternative_r&b,alternative_rock,1
country,ameripolitan,9
porro,dance_pop,1
creole,country,1
experimental,cuidado!,1
pop,2_step_garage,1
down_tempo,karaoke,1
noise_rock,drone,1
new_wave,contemporary,2
big_band,twee_pop,1
heartland_rock,chicano_rock,1
k_pop,j_pop,5
regional_mexican,rock,1
electro_pop,tropical_house,1
indie_folk,post_rock,1
bossa_nova,classical,2
new_wave,classical,2
pop_rock,house,8
swing,broadway,1
chamber_pop,arena_rock,1
jazz_fusion,alternative_hip_hop,1
experimental,ska,2
idm,musique_concrete,1
alternative_pop,opera,1
cabaret,western_swing,1
oi!,heavy_metal,1
heavy_metal,country_blues,1
indie_rock,italo_disco,1
jazz_fusion,jazz,57
disco,acoustic_rock,1
mandopop,pop,1
funk,gospel,27
blues,fusion,2
jazz,rock_standards,1
folk_rock,indie_pop,16
neo_progressive_rock,christian_rock,1
pop,black_metal,1
classical,twee_pop,1
musical,easy_listening,1
punk_rock,classical,2
gothic_rock,electronica,2
heavy_metal,nu_metal,37
rave_hop,edm,1
christian_metal,folk,1
rap_metal,edm,1
avant_garde_jazz,nu_jazz,1
folk_noir,acoustic_progressive_rock,1
indie_pop,blues,2
neo_soul,indie_folk,1
symphonic_metal,symphonic_rock,3
instrumental_rock,avant_garde_metal,1
pop,neoclassical,3
anthem_trance,football_chant,1
sunshine_pop,teen_pop,1
acoustic_rock,funk_rock,1
alternative_r&b,electro_pop,2
teen_pop,anthem_trance,1
library,classical_crossover,1
dark_ambient,idm,1
alternative_country,trip_hop,1
gangsta_rap,crunk,2
alternative_country,rockabilly,7
euro_disco,french_house,1
melodic_death_metal,electronic_rock,1
indietronica,heavy_metal,1
punk_jazz,soul_jazz,1
indietronica,down_tempo,1
post_punk,alternative_jazz,2
baroque_pop,arena_rock,1
childrens_book_author,illustrator,1
acoustic,jazz_fusion,1
punk_rock,alternative_hip_hop,2
gangsta_rap,dirty_rap,1
alternative_rock,singer_songwriter,6
acid_jazz,pop,3
post_hardcore,country,1
pop,rap_rock,2
azerbaijani_jazz,jazz_rap,1
classical_crossover,europop,1
alternative_pop,electronic,2
soft_rock,europop,1
folk_rock,roots_revival,1
library,europop,1
new_flamenco,new_age,2
italo_disco,space_disco,1
avant_garde,metal,1
neo_folk,folk_metal,1
vocal_jazz,indie_folk,1
neo_bop_jazz,jazz_funk,1
soundtrack,crime_fiction,1
experimental,acousmatic,1
italian,jazz,1
cape_jazz,orchestral_jazz,1
garage_punk,blues,1
baião,forró,1
art_pop,breakbeat,1
latin_rock,pop,1
chanson,comedy,1
doo_wop,tejano,1
azerbaijani_jazz,bossa_nova,1
acoustic,indie_pop,10
classic_rock,doom_metal,1
outlaw_country,alternative_metal,2
harmony_pop,art_pop,1
dub,pop_rock,1
classical,tribute,1
flamenco,rockabilly,1
halloween,breakbeat,1
electric_blues,reggae,1
neoclassical,electronic,2
jazz,swing,52
memphis_soul,southern_soul,1
texas_blues,swing_revival,1
jazz,urban_contemporary,2
dance,halloween,1
punk,hip_hop,2
avant_garde_jazz,cape_jazz,1
doom_metal,melodic_death_metal,2
alternative,burlesque,1
celtic,southern_gospel,1
pop,balada,1
euro_disco,schlager,1
rock,soul_jazz,1
progressive_rock,cuidado!,1
alternative,classical,2
sleaze_rock,new_wave,1
rapcore,hip_hop,2
post_punk,ska,4
progressive_metal,funk_metal,1
doo_wop,jazz_fusion,1
afrobeat,christian_hip_hop,1
ambient,psychedelic_pop,1
underground_hip_hop,rapcore,1
cabaret,torch,1
folk,britpop,2
blues,gothic_folk,1
klezmer,rock,3
zouk,fusion,1
blues_rock,progressive_rock,29
christian,jazz,2
blues,broadway,1
rock,mod_revival,1
garage_rock,blue_eyed_soul,1
soft_rock,orchestral_pop,1
disco,reggae,1
bedroom_pop,britpop,1
avant_garde_prog,art_rock,1
roots,solo_acoustic,1
blues_rock,funk,12
musique_concrete,film,1
r&b,country_blues,2
alternative_rock,irish_folk,1
blue_eyed_soul,house,3
ska_punk,pop_rock,2
christian_hip_hop,worship,1
experimental_rock,brega,1
chamber_pop,nightcore,1
emo,post_punk,1
experimental,progressive_metal,2
country_pop,instrumental,1
rockabilly,outlaw_country,4
atlanta_hip_hop,trap,1
alternative_rock,melodic_rock,1
bebop,blues,1
indie_pop,shoe_gaze,2
cuban_rumba,guajira,1
art_rock,baroque_pop,6
jazz_standards,childrens_folk,1
outsider,new_age,1
power_metal,heavy_metal,62
funk,middle_eastern,1
grunge,pop_punk,2
library,world_fusion,1
nostalgia,arena_rock,1
experimental,hardcore_punk,4
folk_pop,new_wave,1
jam,sacred_steel,1
jangle_pop,blue_eyed_soul,1
rave_hop,eurodance,1
celtic_rock,old_time,1
folk_pop,lo_fi,1
world,electro,1
roots,funk_rock,1
classical,avant_garde,4
neo_folk,electronic,2
electronica,funk_rock,1
cuban_trova,latin_jazz,1
italo_disco,hi_nrg,2
country,sea_shanties,1
power_pop,bluegrass,1
electro_grime,ghettotech,1
musical,rock&roll,1
folk,french_canadian,1
rock,mandopop,2
soft_rock,tribute,1
soul,synth_pop,14
experimental,punk,2
novelty,indie_rock,1
ambient,indie_rock,4
folk_rock,gothic_rock,2
power_pop,alternative_country,1
funk,doo_wop,5
gangsta_rap,death_rap,1
elevator,jangle_pop,1
free_funk,mainstream_jazz,1
christmas,classical_crossover,1
electro_pop,electronic,8
traditional_pop,show_tuness,6
rock,murga,1
soul,rock,167
r&b,2_step,1
mariachi,country,3
celtic,british_soul,1
new_wave,arena_rock,1
progressive_rock,progressive_pub,1
schlager,folk,4
pop_punk,progressive_rock,2
blues,synth_pop,2
europop,eurodance,2
hip_hop,dirty_rap,1
swing,punk_rock,1
west_coast_hip_hop,hip_hop,33
jazz_fusion,hip_hop,5
hard_rock,americana,5
outlaw_country,bakersfield_sound,2
alternative_folk,post_punk,1
ranchera,rock&roll,1
gypsy_jazz,organ_trio,1
soul,post_punk,1
vocal_surf,psychedelic_pop,1
americana,experimental,4
blues,traditional_acoustic_blues,1
mathcore,post_metal,1
celtic_metal,world,1
glitch,electro_acoustic,1
hypnagogic_pop,house,1
pop,dance_rock,4
reggae,classical,2
r&b,christian_country,1
hip_hop,urban,6
pop_rock,indie_rock,49
latin_pop,dance_pop,7
symphonic_metal,opera,1
synth_pop,outsider,1
roots_rock,country_soul,1
death_metal,crust_punk,3
acid_rock,pop,1
comedy_pop,comedy_hip_hop,1
alternative,songwriter,1
symphonic_metal,groove_metal,1
hard_rock,gothic_rock,7
elevator,blue_eyed_soul,1
rockabilly,synth_pop,1
piedmont_blues,blues,2
dance,minneapolis_sound,1
chanson,folk_pop,1
experimental,alternative_metal,3
new_wave,acid_jazz,1
jazz,vocal_jazz,33
halloween,football_chant,1
art_pop,teen_pop,1
dance,latin_house,1
alternative_rock,jam_rock,4
indie_folk,country_rock,2
r&b,dance_punk,2
bedroom_pop,acapella,1
ambient,sports,1
sunshine_pop,lo_fi,1
cabaret,gospel,1
outlaw_country,rock,4
world_beat,ska,1
afrobeat,urban_contemporary_gospel,1
berber,blues,1
experimental_rock,pop_punk,5
garage_rock,tejano,1
flamenco,jazz_fusion,1
dance,sports,1
alternative_rock,jam_band,3
r&b,heavy_metal,7
orchestral_pop,jangle_pop,1
progressive_rock,electronic_rock,4
avant_garde,native_american,1
indie,film,2
pop,orchestral_pop,1
edm,soul,6
chamber_jazz,free_improvisation,1
world,pop,34
industrial_rock,mathcore,1
cumbia,tejano,5
death_metal,punk_rock,1
orchestral_pop,down_tempo,1
classical,noise,1
traditional,world,1
elevator,down_tempo,1
orchestral_pop,soundtrack,1
neo_psychedelic,space_rock,5
orchestral_pop,doo_wop,1
trip_hop,progressive_rock,1
melodic_hardcore,gothic_rock,1
indo_jazz,neo_swing,1
c_pop,hip_hop,2
country_rock,forró,1
hard_rock,alternative_country,1
opera_pop,gospel,1
nu_disco,tropical_house,1
indie_rock,comedy,2
contemporary,childrens,1
alternative_dance,pop,4
disco,grunge,1
jazz_mugham,cool_jazz,1
psychedelic_rock,experimental,6
pop,honky_tonk,1
jazz,western_films,1
folk,pop_rock,32
jazz_fusion,bluegrass,2
country,northern_soul,1
hip_hop,electro_swing,1
death_metal,nu_metal,9
power_pop,progressive_rock,1
pop_rock,garage_rock,3
experimental,anthem_trance,1
electronica,electro_industrial,2
bluegrass,pop,6
roots_rock,instrumental_rock,1
r&b,uk_bass,1
post_britpop,house,1
popular,country,4
baroque_pop,jangle_pop,1
psychedelic,traditional_irish,1
jazz_rock,alternative_country,1
grunge,grindcore,1
acoustic,australian_rock,1
emo,new_wave,2
neo_bop_jazz,jazz_rap,1
nu_metal,rapcore,2
punk_rock,jewish_punk,1
contemporary,dance_pop,7
noise_rock,art_rock,6
standards,jazz,1
country,musical,4
rock_ballads,urban,1
baroque_pop,down_tempo,1
doom_metal,classical,2
novelty,jingles,1
exotica,country,1
indie_rock,alternative_rock,221
casiocore,art_rock,1
big_band,indie_rock,1
heavy_metal,symphonic_rock,1
harmony_pop,soundtrack,1
progressive_rock,world_beat,2
jam_band,rock,2
novelty,blues,1
jazz_soul,pop_standards,1
elevator,comedy_rock,1
folk_punk,instrumental,1
alternative_country,hardcore_punk,1
avant_garde,progressive_metal,1
alternative_rock,surf_rock,1
garage_rock_revival,hard_rock,2
smooth_jazz,progressive_rock,1
dubstep,rock,1
experimental_rock,avant_funk,1
garage_rock,proto_punk,7
experimental,religious,1
thrash_metal,experimental_rock,3
anti_genre,blues,1
avant_garde_jazz,neo_swing,1
glam_metal,pop_rock,7
mexitón,hip_hop,1
industrial_metal,deathgrind,1
art_rock,indie_pop,9
rapcore,street_punk,1
hip_hop_soul,trip_hop,1
progressive_rock,britpop,3
neo_bop_jazz,post_bop,1
rock,club,1
hip_hop,indie_pop,5
folk,talking_blues,2
melodic_death_metal,aor,1
ambient,karaoke,1
avant_garde_rock,free_jazz,1
blue_eyed_soul,indie_rock,4
post_punk_revival,british_hip_hop,1
hard_rock,chicano_rock,1
pop,blue_eyed_soul,41
dirty_rap,country_rap,1
avant_garde,hardcore_punk,2
hard_rock,jam,1
progressive_rock,industrial_metal,1
acoustic_rock,heavy_metal,3
organ_trio,swing,1
cabaret,folk_noir,1
rock,southern_hip_hop,1
garage_rock,experimental,2
pop,contemporary_folk,3
swing,rock_jazz,1
gospel,soft_rock,3
blues,contemporary,4
traditional_acoustic_blues,reggae,1
techno,deep_house,1
dance,electronic_rock,3
instrumental_synth,elevator,1
electronica,asian_underground,1
berber,pop,1
alternative,indietronica,1
electric_blues,urban_blues,1
film,concert,1
rock,orchestral,1
opera_pop,soft_rock,1
lounge,elevator,1
vocal_trance,dubstep,1
progressive_rock,teen_pop,1
glam_rock,alternative,2
underground_hip_hop,black_metal,1
avant_garde_metal,symphonic_black_metal,2
loop,world,1
crunk,electro_house,1
europop,blue_eyed_soul,1
world_fusion,twee_pop,1
tejano,mariachi,1
rock_en_español,latin_rock,1
post_bop,orchestral_jazz,1
neo_bop_jazz,nu_jazz,1
arena_rock,acapella,1
post_hardcore,garage_rock,1
folk_pop,indie_pop,14
world,contemporary,3
lounge,novelty,1
alternative_rock,novelty,1
folk,anarcho_punk,2
khyal,nazrul_geeti,1
protest,talking_blues,2
baroque_pop,hip_hop,1
reggae,calypso,1
blue_eyed_soul,teen_pop,1
nu_metal,pop_rock,7
experimental_rock,baroque_pop,1
rock&roll,western,1
classic_pop,country_pop,1
electro_punk,gothic_rock,1
garage_rock,blues,4
hard_rock,neoclassical_metal,14
post_punk_revival,garage_rock_revival,3
grindcore,avant_garde,1
harmony_pop,acapella,1
space,experimental_rock,1
r&b,french_hip_hop,1
reggae,schlager,1
folk_rock,songwriter,1
soul,folk,59
classic_female_blues,country_blues,5
neo_folk,rock,1
country_pop,truck_driving_country,1
cloud_rap,chopped_and_screwed,1
alternative_rock,indie_punk,4
orchestral_jazz,west_coast_jazz,1
christmas,spoken_word,1
rock&roll,electro_punk,1
edm,country,1
farce,sitcom_satire,1
traditional,folk,6
downtown,rock,1
folk,drone,4
dance,soft_rock,4
free_funk,indo_jazz,1
casiocore,teen_pop,1
mafioso_rap,hardcore_hip_hop,2
contemporary_classical,black_metal,1
surf_rock,tribute,1
heavy_metal,pop_rock,27
alternative_dance,pop_punk,1
industrial_metal,brostep,1
harmonica_blues,r&b,1
blues_rock,jazz_blues,1
garage_punk,marching_band,1
zydeco,dance,1
cool_jazz,soul_jazz,1
gospel,songster,1
western_swing,classic_pop,1
funk,orchestral_pop,1
experimental_pop,funk,1
big_band,country,5
indie_pop,dance_rock,3
ska_punk,acoustic_rock,1
ambient,casiocore,1
orchestral_jazz,smooth_jazz,1
breakbeat,indie_rock,1
disco,indie_pop,1
disco,jangle_pop,1
world,worl_jazz,1
greek_folk,world,1
progressive_rock,fusion,5
orchestral_jazz,big_band,1
power_pop,blues_rock,2
independent,indie_folk,1
comedy,jazz,2
dance_pop,acoustic_rock,1
r&b,fusion,7
congolese_rumba,folk,1
lounge,down_tempo,1
alternative_rock,down_tempo,3
dance,post_punk,3
rockabilly,soft_rock,4
dance,house,58
post_bop,afro_cuban_jazz,1
harmony_pop,elevator,1
tribute,breakbeat,1
classic_rock,rock,7
easy_listening,indie_rock,1
ebm,techno,1
gospel,indie_pop,1
britpop,noise_rock,1
country_pop,nashville_sound,1
urban_gospel,contemporary_r&b,2
ska_jazz,third_stream,1
classical,anthem_trance,1
world,rock&roll,1
alternative_hip_hop,afrobeat,1
trap,emo_rap,1
dance,techno,6
indie_folk,chamber_pop,1
ambient,elevator,1
gypsy_jazz,jazz,4
casiocore,anthem_trance,1
chillwave,hypnagogic_pop,1
country_folk,post_punk,1
punk,pop_punk,2
classical,world_fusion,1
free_improvisation,jazz_rap,1
rock&roll,glam_punk,1
shoegaze,rock,1
post_bop,kansas_city_jazz,1
